date,site_id,site_name,day_of_week,month,target_tonnes,actual_tonnes,shortfall_tonnes,shortfall_pct,shortfall_risk_tier,primary_driver,rainfall_mm,soil_moisture_pct,surface_temp_c,ndvi,total_downtime_hours,excavator_downtime_hours,drill_downtime_hours,dumper_downtime_hours,fleet_utilization_pct,blasting_delay_hours,weather_stoppage_hours,labor_attendance_pct,truck_dispatch_trips
2025-11-06,gumgaon,Gumgaon Mine,Thursday,11,631,536,95,15.06,Medium,equipment_downtime,0.0,15.3,24.1,0.664,5.7,0.4,0.9,4.4,96.5,0.0,0.0,90.3,21
2025-11-07,gumgaon,Gumgaon Mine,Friday,11,667,513,154,23.09,High,equipment_downtime,0.0,20.0,21.4,0.646,9.3,3.9,1.9,3.5,94.3,0.0,0.0,87.1,19
2025-11-08,gumgaon,Gumgaon Mine,Saturday,11,640,550,90,14.06,Medium,equipment_downtime,0.0,18.7,22.8,0.662,3.7,0.6,1.9,1.2,97.7,0.0,0.0,87.8,23
2025-11-09,gumgaon,Gumgaon Mine,Sunday,11,612,558,54,8.82,Medium,equipment_downtime,0.0,18.3,25.4,0.647,4.9,0.8,0.3,3.8,97.0,0.0,0.0,97.6,22
2025-11-10,gumgaon,Gumgaon Mine,Monday,11,622,559,63,10.13,Medium,equipment_downtime,0.0,19.1,24.2,0.679,4.7,1.3,1.9,1.5,97.1,0.0,0.0,85.7,24
2025-11-11,gumgaon,Gumgaon Mine,Tuesday,11,627,576,51,8.13,Medium,equipment_downtime,0.0,18.5,27.0,0.643,4.1,1.3,0.2,2.6,97.5,0.0,0.0,92.6,24
2025-11-12,gumgaon,Gumgaon Mine,Wednesday,11,629,602,27,4.29,Low,equipment_downtime,0.0,20.4,24.1,0.561,3.6,0.2,1.1,2.3,97.8,0.0,0.0,91.3,22
2025-11-13,gumgaon,Gumgaon Mine,Thursday,11,627,549,78,12.44,Medium,equipment_downtime,0.0,15.8,22.2,0.545,4.5,0.9,2.0,1.6,97.2,0.0,0.0,91.8,18
2025-11-14,gumgaon,Gumgaon Mine,Friday,11,642,515,127,19.78,High,equipment_downtime,0.0,20.6,23.6,0.603,5.8,0.9,0.9,4.0,96.4,0.0,0.0,87.9,22
2025-11-15,gumgaon,Gumgaon Mine,Saturday,11,630,561,69,10.95,Medium,equipment_downtime,0.0,13.8,22.8,0.667,4.0,0.6,0.3,3.1,97.5,1.2,0.0,92.7,22
2025-11-16,gumgaon,Gumgaon Mine,Sunday,11,640,615,25,3.91,Low,equipment_downtime,0.0,14.1,23.6,0.559,3.3,0.8,0.3,2.2,98.0,0.0,0.0,93.0,20
2025-11-17,gumgaon,Gumgaon Mine,Monday,11,607,504,103,16.97,Medium,equipment_downtime,1.7,17.0,23.4,0.614,6.4,1.0,1.9,3.5,96.0,0.0,0.0,96.0,23
2025-11-18,gumgaon,Gumgaon Mine,Tuesday,11,635,597,38,5.98,Low,equipment_downtime,0.0,16.6,22.7,0.63,4.0,0.9,1.7,1.4,97.5,0.0,0.0,91.1,25
2025-11-19,gumgaon,Gumgaon Mine,Wednesday,11,656,601,55,8.38,Medium,equipment_downtime,0.0,16.0,22.2,0.668,3.9,1.1,1.5,1.3,97.6,0.0,0.0,86.4,21
2025-11-20,gumgaon,Gumgaon Mine,Thursday,11,630,539,91,14.44,Medium,equipment_downtime,0.0,17.0,22.2,0.609,3.7,0.4,0.2,3.1,97.7,0.0,0.0,90.4,22
2025-11-21,gumgaon,Gumgaon Mine,Friday,11,607,541,66,10.87,Medium,equipment_downtime,0.0,16.7,25.1,0.648,3.7,0.2,1.5,2.0,97.7,0.0,0.0,92.1,22
2025-11-22,gumgaon,Gumgaon Mine,Saturday,11,652,523,129,19.79,High,equipment_downtime,0.0,16.5,26.2,0.679,8.5,0.4,5.1,3.0,94.8,0.0,0.0,98.7,20
2025-11-23,gumgaon,Gumgaon Mine,Sunday,11,620,508,112,18.06,High,equipment_downtime,18.6,17.3,20.4,0.564,5.2,0.4,3.3,1.5,96.8,0.0,0.0,88.3,19
2025-11-24,gumgaon,Gumgaon Mine,Monday,11,599,534,65,10.85,Medium,equipment_downtime,0.0,15.5,23.3,0.604,4.0,0.5,1.6,1.9,97.5,0.0,0.0,91.3,22
2025-11-25,gumgaon,Gumgaon Mine,Tuesday,11,627,561,66,10.53,Medium,equipment_downtime,0.0,16.4,22.8,0.651,5.6,0.6,1.7,3.3,96.5,0.0,0.0,93.8,24
2025-11-26,gumgaon,Gumgaon Mine,Wednesday,11,623,560,63,10.11,Medium,equipment_downtime,0.0,17.3,21.8,0.65,4.9,1.3,1.2,2.4,97.0,0.0,0.0,96.5,20
2025-11-27,gumgaon,Gumgaon Mine,Thursday,11,628,524,104,16.56,Medium,blasting_delays,0.0,19.9,21.5,0.557,3.3,0.3,1.6,1.4,98.0,2.6,0.0,87.3,23
2025-11-28,gumgaon,Gumgaon Mine,Friday,11,647,520,127,19.63,High,equipment_downtime,0.0,18.3,22.7,0.635,8.3,2.3,1.3,4.7,94.9,0.0,0.0,89.1,23
2025-11-29,gumgaon,Gumgaon Mine,Saturday,11,639,517,122,19.09,High,equipment_downtime,0.0,17.4,23.7,0.559,4.0,0.5,0.7,2.8,97.5,0.0,0.0,89.5,20
2025-11-30,gumgaon,Gumgaon Mine,Sunday,11,636,332,304,47.8,High,equipment_downtime,0.0,19.2,24.4,0.571,24.3,5.2,0.4,18.7,85.0,0.0,0.0,98.0,11
2025-12-01,gumgaon,Gumgaon Mine,Monday,12,666,608,58,8.71,Medium,equipment_downtime,0.0,14.8,22.8,0.62,5.1,1.1,1.8,2.2,96.9,0.0,0.0,88.6,25
2025-12-02,gumgaon,Gumgaon Mine,Tuesday,12,657,450,207,31.51,High,equipment_downtime,0.0,15.5,19.6,0.601,15.8,8.6,1.6,5.6,90.2,0.0,0.0,92.7,18
2025-12-03,gumgaon,Gumgaon Mine,Wednesday,12,654,597,57,8.72,Medium,equipment_downtime,0.0,19.9,19.8,0.583,5.0,0.8,0.7,3.5,96.9,0.4,0.0,89.7,25
2025-12-04,gumgaon,Gumgaon Mine,Thursday,12,613,580,33,5.38,Low,equipment_downtime,0.0,14.4,17.4,0.57,4.9,1.4,1.8,1.7,97.0,0.0,0.0,94.7,22
2025-12-05,gumgaon,Gumgaon Mine,Friday,12,642,552,90,14.02,Medium,equipment_downtime,0.0,17.2,20.6,0.605,7.7,0.7,5.1,1.9,95.2,0.0,0.0,94.1,24
2025-12-06,gumgaon,Gumgaon Mine,Saturday,12,629,550,79,12.56,Medium,equipment_downtime,0.0,17.1,23.5,0.657,6.3,1.2,1.4,3.7,96.1,0.0,0.0,98.2,21
2025-12-07,gumgaon,Gumgaon Mine,Sunday,12,668,586,82,12.28,Medium,equipment_downtime,0.0,17.8,20.4,0.574,3.8,0.7,1.7,1.4,97.7,0.0,0.0,95.8,21
2025-12-08,gumgaon,Gumgaon Mine,Monday,12,647,625,22,3.4,Low,equipment_downtime,0.0,21.4,23.2,0.566,3.0,1.2,0.6,1.2,98.0,0.0,0.0,96.4,26
2025-12-09,gumgaon,Gumgaon Mine,Tuesday,12,666,539,127,19.07,High,equipment_downtime,0.0,13.9,18.4,0.566,5.2,0.6,1.6,3.0,96.8,0.0,0.0,90.2,20
2025-12-10,gumgaon,Gumgaon Mine,Wednesday,12,664,562,102,15.36,Medium,equipment_downtime,0.0,14.3,18.6,0.596,7.1,1.1,1.5,4.5,95.6,0.0,0.0,92.8,23
2025-12-11,gumgaon,Gumgaon Mine,Thursday,12,650,526,124,19.08,High,equipment_downtime,0.0,16.5,18.3,0.61,6.6,0.7,1.6,4.3,95.9,0.0,0.0,88.8,21
2025-12-12,gumgaon,Gumgaon Mine,Friday,12,670,567,103,15.37,Medium,equipment_downtime,0.0,16.4,26.7,0.603,4.8,0.8,1.3,2.7,97.0,0.0,0.0,91.9,20
2025-12-13,gumgaon,Gumgaon Mine,Saturday,12,652,569,83,12.73,Medium,equipment_downtime,0.0,15.4,21.7,0.491,6.2,0.7,1.1,4.4,96.2,0.7,0.0,96.7,24
2025-12-14,gumgaon,Gumgaon Mine,Sunday,12,664,602,62,9.34,Medium,equipment_downtime,0.0,13.9,20.7,0.578,3.6,0.7,0.4,2.5,97.8,0.0,0.0,94.6,22
2025-12-15,gumgaon,Gumgaon Mine,Monday,12,626,494,132,21.09,High,equipment_downtime,0.0,17.8,23.4,0.516,6.6,1.4,1.7,3.5,95.9,0.0,0.0,95.6,24
2025-12-16,gumgaon,Gumgaon Mine,Tuesday,12,664,640,24,3.61,Low,equipment_downtime,0.0,17.4,22.2,0.612,3.5,0.5,1.3,1.7,97.8,0.0,0.0,97.2,26
2025-12-17,gumgaon,Gumgaon Mine,Wednesday,12,657,332,325,49.47,High,equipment_downtime,0.0,10.7,21.6,0.567,25.2,14.2,1.9,9.1,84.4,1.3,0.0,94.4,15
2025-12-18,gumgaon,Gumgaon Mine,Thursday,12,654,569,85,13.0,Medium,equipment_downtime,1.3,17.3,23.9,0.538,4.5,1.1,0.5,2.9,97.2,0.0,0.0,92.4,23
2025-12-19,gumgaon,Gumgaon Mine,Friday,12,658,559,99,15.05,Medium,equipment_downtime,0.0,15.5,23.0,0.579,5.6,0.4,1.9,3.3,96.5,0.0,0.0,99.0,18
2025-12-20,gumgaon,Gumgaon Mine,Saturday,12,653,570,83,12.71,Medium,equipment_downtime,13.6,17.8,22.6,0.559,5.3,0.7,1.2,3.4,96.7,0.0,0.0,95.7,27
2025-12-21,gumgaon,Gumgaon Mine,Sunday,12,639,234,405,63.38,High,equipment_downtime,0.0,14.2,25.2,0.538,31.9,22.1,0.8,9.0,80.3,0.0,0.0,91.2,8
2025-12-22,gumgaon,Gumgaon Mine,Monday,12,633,549,84,13.27,Medium,equipment_downtime,0.0,17.4,23.6,0.515,4.7,0.8,1.8,2.1,97.1,0.0,0.0,87.6,21
2025-12-23,gumgaon,Gumgaon Mine,Tuesday,12,662,647,15,2.27,Low,nominal_operations,0.0,14.5,22.6,0.495,2.7,0.3,0.8,1.6,98.0,0.0,0.0,96.7,25
2025-12-24,gumgaon,Gumgaon Mine,Wednesday,12,638,556,82,12.85,Medium,equipment_downtime,0.0,16.2,24.1,0.544,5.2,0.4,1.8,3.0,96.8,0.0,0.0,93.3,20
2025-12-25,gumgaon,Gumgaon Mine,Thursday,12,648,478,170,26.23,High,equipment_downtime,0.0,17.8,19.5,0.593,13.8,4.7,1.8,7.3,91.5,0.0,0.0,94.8,17
2025-12-26,gumgaon,Gumgaon Mine,Friday,12,633,571,62,9.79,Medium,equipment_downtime,0.0,17.8,22.2,0.472,4.8,1.1,1.7,2.0,97.0,0.0,0.0,96.6,24
2025-12-27,gumgaon,Gumgaon Mine,Saturday,12,649,575,74,11.4,Medium,equipment_downtime,0.0,16.2,21.7,0.558,5.4,0.3,1.2,3.9,96.7,0.0,0.0,86.0,23
2025-12-28,gumgaon,Gumgaon Mine,Sunday,12,647,571,76,11.75,Medium,equipment_downtime,0.0,15.6,24.5,0.543,5.7,1.1,0.8,3.8,96.5,0.0,0.0,92.8,27
2025-12-29,gumgaon,Gumgaon Mine,Monday,12,659,596,63,9.56,Medium,equipment_downtime,0.0,9.4,23.1,0.552,3.4,0.7,1.2,1.5,97.9,0.0,0.0,91.3,26
2025-12-30,gumgaon,Gumgaon Mine,Tuesday,12,664,579,85,12.8,Medium,equipment_downtime,0.0,15.1,24.2,0.503,6.9,1.3,1.7,3.9,95.7,0.0,0.0,88.6,21
2023-01-01,mansar,Mansar Mine,Sunday,1,757,711,46,6.08,Medium,equipment_downtime,0.0,14.7,25.7,0.549,4.3,1.1,0.8,2.4,97.9,0.0,0.0,94.7,27
2023-01-02,mansar,Mansar Mine,Monday,1,752,668,84,11.17,Medium,equipment_downtime,0.0,17.9,22.3,0.572,3.9,0.7,2.0,1.2,98.0,0.0,0.0,88.8,31
2023-01-03,mansar,Mansar Mine,Tuesday,1,766,697,69,9.01,Medium,equipment_downtime,0.0,17.3,24.2,0.499,5.1,0.7,0.6,3.8,97.5,0.0,0.0,88.7,27
2023-01-04,mansar,Mansar Mine,Wednesday,1,751,633,118,15.71,Medium,equipment_downtime,0.0,14.4,24.1,0.498,5.0,0.2,2.0,2.8,97.6,0.0,0.0,88.2,27
2023-01-05,mansar,Mansar Mine,Thursday,1,776,717,59,7.6,Medium,equipment_downtime,0.0,15.5,24.4,0.543,5.7,1.4,0.7,3.6,97.2,0.0,0.0,89.1,28
2023-01-06,mansar,Mansar Mine,Friday,1,756,479,277,36.64,High,equipment_downtime,0.0,14.0,25.6,0.481,18.2,11.4,1.4,5.4,91.1,1.0,0.0,88.1,23
2023-01-07,mansar,Mansar Mine,Saturday,1,771,684,87,11.28,Medium,equipment_downtime,0.0,13.1,23.1,0.446,6.6,1.0,1.2,4.4,96.8,0.0,0.0,91.8,26
2023-01-08,mansar,Mansar Mine,Sunday,1,781,705,76,9.73,Medium,equipment_downtime,0.0,14.8,25.7,0.456,5.9,1.0,1.0,3.9,97.1,0.0,0.0,91.2,26
2023-01-09,mansar,Mansar Mine,Monday,1,796,688,108,13.57,Medium,equipment_downtime,9.2,18.7,24.2,0.524,5.8,0.9,1.7,3.2,97.2,0.0,0.0,94.4,25
2023-01-10,mansar,Mansar Mine,Tuesday,1,763,698,65,8.52,Medium,equipment_downtime,0.0,13.9,22.6,0.471,3.3,0.4,1.0,1.9,98.0,0.0,0.0,92.3,24
2023-01-11,mansar,Mansar Mine,Wednesday,1,767,732,35,4.56,Low,equipment_downtime,0.0,17.2,23.0,0.488,4.3,1.1,0.4,2.8,97.9,0.0,0.0,93.5,26
2023-01-12,mansar,Mansar Mine,Thursday,1,774,662,112,14.47,Medium,equipment_downtime,0.0,14.4,24.1,0.543,4.4,1.3,2.0,1.1,97.9,0.0,0.0,95.3,33
2023-01-13,mansar,Mansar Mine,Friday,1,773,748,25,3.23,Low,equipment_downtime,0.2,16.0,26.7,0.525,2.5,0.7,0.5,1.3,98.0,0.0,0.0,96.2,31
2023-01-14,mansar,Mansar Mine,Saturday,1,762,519,243,31.89,High,equipment_downtime,7.4,15.4,21.9,0.51,10.6,0.4,6.8,3.4,94.8,2.3,0.0,89.8,20
2023-01-15,mansar,Mansar Mine,Sunday,1,757,626,131,17.31,Medium,equipment_downtime,0.0,18.2,25.9,0.523,6.2,0.5,1.5,4.2,97.0,0.0,0.0,86.6,24
2023-01-16,mansar,Mansar Mine,Monday,1,743,692,51,6.86,Medium,equipment_downtime,0.0,17.5,25.1,0.424,5.3,1.0,2.8,1.5,97.4,0.0,0.0,94.9,26
2023-01-17,mansar,Mansar Mine,Tuesday,1,763,586,177,23.2,High,equipment_downtime,0.0,16.3,24.8,0.402,15.0,1.8,1.3,11.9,92.7,0.0,0.0,91.5,24
2023-01-18,mansar,Mansar Mine,Wednesday,1,766,650,116,15.14,Medium,equipment_downtime,0.0,15.2,27.6,0.496,4.3,0.8,0.3,3.2,97.9,0.0,0.0,90.6,28
2023-01-19,mansar,Mansar Mine,Thursday,1,775,727,48,6.19,Medium,equipment_downtime,0.0,17.0,27.0,0.454,4.7,0.6,1.9,2.2,97.7,0.0,0.0,91.6,33
2023-01-20,mansar,Mansar Mine,Friday,1,725,628,97,13.38,Medium,equipment_downtime,0.0,13.1,26.7,0.411,6.1,0.4,1.9,3.8,97.0,0.0,0.0,90.8,22
2023-01-21,mansar,Mansar Mine,Saturday,1,754,369,385,51.06,High,equipment_downtime,0.0,11.6,27.8,0.463,24.9,19.9,1.0,4.0,87.9,0.0,0.0,89.9,14
2023-01-22,mansar,Mansar Mine,Sunday,1,779,707,72,9.24,Medium,equipment_downtime,1.9,14.7,24.7,0.443,5.6,1.5,1.9,2.2,97.3,0.0,0.0,93.0,28
2023-01-23,mansar,Mansar Mine,Monday,1,766,681,85,11.1,Medium,equipment_downtime,0.0,12.0,24.7,0.41,3.4,0.2,0.5,2.7,98.0,0.0,0.0,91.5,28
2023-01-24,mansar,Mansar Mine,Tuesday,1,776,696,80,10.31,Medium,equipment_downtime,2.9,15.8,27.1,0.462,4.5,0.3,0.3,3.9,97.8,0.0,0.0,96.4,28
2023-01-25,mansar,Mansar Mine,Wednesday,1,754,703,51,6.76,Medium,equipment_downtime,0.0,10.5,21.9,0.497,4.7,0.9,1.0,2.8,97.7,1.3,0.0,99.0,28
2023-01-26,mansar,Mansar Mine,Thursday,1,757,531,226,29.85,High,equipment_downtime,0.0,18.9,25.7,0.423,9.6,3.8,2.0,3.8,95.3,4.9,0.0,92.6,19
2023-01-27,mansar,Mansar Mine,Friday,1,765,626,139,18.17,High,equipment_downtime,0.0,17.7,27.2,0.44,6.1,0.5,1.7,3.9,97.0,1.5,0.0,89.1,24
2023-01-28,mansar,Mansar Mine,Saturday,1,773,591,182,23.54,High,equipment_downtime,0.0,15.8,25.7,0.401,8.9,0.4,5.8,2.7,95.7,1.4,0.0,99.0,23
2023-01-29,mansar,Mansar Mine,Sunday,1,747,625,122,16.33,Medium,equipment_downtime,0.0,19.6,25.3,0.363,6.4,1.2,2.9,2.3,96.9,0.0,0.0,89.1,24
2023-01-30,mansar,Mansar Mine,Monday,1,767,582,185,24.12,High,equipment_downtime,0.0,17.2,24.8,0.389,12.1,3.1,1.8,7.2,94.1,0.8,0.0,96.2,23
2023-01-31,mansar,Mansar Mine,Tuesday,1,773,601,172,22.25,High,blasting_delays,0.0,11.8,28.9,0.374,4.2,1.2,0.4,2.6,98.0,3.6,0.0,89.7,28
2023-02-01,mansar,Mansar Mine,Wednesday,2,768,711,57,7.42,Medium,equipment_downtime,0.0,16.9,25.0,0.347,2.3,0.2,0.5,1.6,98.0,0.0,0.0,88.8,30
2023-02-02,mansar,Mansar Mine,Thursday,2,789,679,110,13.94,Medium,labor_attendance,0.0,17.9,26.7,0.393,3.9,0.4,2.0,1.5,98.0,0.0,0.0,85.9,30
2023-02-03,mansar,Mansar Mine,Friday,2,788,741,47,5.96,Low,equipment_downtime,0.0,16.3,28.9,0.452,5.8,0.8,2.0,3.0,97.2,0.0,0.0,98.5,30
2023-02-04,mansar,Mansar Mine,Saturday,2,797,622,175,21.96,High,blasting_delays,0.0,15.0,29.1,0.378,5.5,1.4,0.7,3.4,97.3,4.1,0.0,93.3,24
2023-02-05,mansar,Mansar Mine,Sunday,2,777,652,125,16.09,Medium,equipment_downtime,0.0,13.8,26.1,0.386,4.9,1.1,1.2,2.6,97.6,1.2,0.0,96.2,28
2023-02-06,mansar,Mansar Mine,Monday,2,778,703,75,9.64,Medium,equipment_downtime,0.0,9.5,26.9,0.337,5.5,0.5,1.8,3.2,97.3,0.0,0.0,94.2,28
2023-02-07,mansar,Mansar Mine,Tuesday,2,762,691,71,9.32,Medium,equipment_downtime,0.0,13.2,25.9,0.381,6.5,0.8,1.7,4.0,96.8,0.0,0.0,93.0,27
2023-02-08,mansar,Mansar Mine,Wednesday,2,817,686,131,16.03,Medium,equipment_downtime,0.0,15.0,28.2,0.354,10.7,1.0,1.8,7.9,94.8,0.0,0.0,92.9,24
2023-02-09,mansar,Mansar Mine,Thursday,2,791,659,132,16.69,Medium,equipment_downtime,0.0,20.0,28.1,0.436,4.1,0.2,1.8,2.1,98.0,0.0,0.0,90.5,26
2023-02-10,mansar,Mansar Mine,Friday,2,810,463,347,42.84,High,equipment_downtime,0.0,13.9,27.2,0.396,21.5,2.9,1.6,17.0,89.5,0.0,0.0,86.4,20
2023-02-11,mansar,Mansar Mine,Saturday,2,780,727,53,6.79,Medium,equipment_downtime,0.0,13.0,27.4,0.36,3.7,0.6,0.4,2.7,98.0,0.0,0.0,88.3,31
2023-02-12,mansar,Mansar Mine,Sunday,2,755,626,129,17.09,Medium,equipment_downtime,0.0,16.8,31.8,0.329,9.8,1.2,5.8,2.8,95.2,0.0,0.0,93.5,26
2023-02-13,mansar,Mansar Mine,Monday,2,784,752,32,4.08,Low,equipment_downtime,0.0,19.9,30.3,0.354,3.0,1.3,0.3,1.4,98.0,0.0,0.0,87.9,30
2023-02-14,mansar,Mansar Mine,Tuesday,2,788,216,572,72.59,High,equipment_downtime,0.0,19.5,28.0,0.284,29.0,8.5,1.5,19.0,85.9,6.0,0.0,89.8,9
2023-02-15,mansar,Mansar Mine,Wednesday,2,778,738,40,5.14,Low,equipment_downtime,0.0,13.9,30.1,0.353,4.0,1.2,1.6,1.2,98.0,0.6,0.0,92.4,29
2023-02-16,mansar,Mansar Mine,Thursday,2,775,728,47,6.06,Medium,equipment_downtime,0.0,17.6,27.9,0.422,5.3,0.4,1.2,3.7,97.4,0.0,0.0,92.6,25
2023-02-17,mansar,Mansar Mine,Friday,2,792,666,126,15.91,Medium,equipment_downtime,0.0,16.5,30.0,0.283,5.7,1.3,0.7,3.7,97.2,0.0,0.0,91.1,28
2023-02-18,mansar,Mansar Mine,Saturday,2,780,585,195,25.0,High,equipment_downtime,0.0,15.1,26.6,0.332,12.7,7.1,0.8,4.8,93.8,0.0,0.0,93.8,23
2023-02-19,mansar,Mansar Mine,Sunday,2,797,648,149,18.7,High,equipment_downtime,0.0,15.1,28.3,0.338,9.4,0.3,5.4,3.7,95.4,0.0,0.0,94.6,22
2023-02-20,mansar,Mansar Mine,Monday,2,768,745,23,2.99,Low,equipment_downtime,0.0,16.0,31.4,0.287,5.2,1.3,0.8,3.1,97.5,0.0,0.0,91.8,27
2023-02-21,mansar,Mansar Mine,Tuesday,2,797,700,97,12.17,Medium,equipment_downtime,0.0,18.5,32.2,0.315,6.3,1.0,0.9,4.4,96.9,0.0,0.0,88.9,29
2023-02-22,mansar,Mansar Mine,Wednesday,2,793,668,125,15.76,Medium,equipment_downtime,0.0,13.1,29.2,0.411,4.9,0.3,0.7,3.9,97.6,0.0,0.0,86.3,28
2023-02-23,mansar,Mansar Mine,Thursday,2,783,777,6,0.77,Low,nominal_operations,0.0,20.3,28.4,0.379,2.8,0.2,0.9,1.7,98.0,0.0,0.0,95.4,31
2023-02-24,mansar,Mansar Mine,Friday,2,777,646,131,16.86,Medium,equipment_downtime,0.0,16.4,30.9,0.347,5.8,1.6,1.5,2.7,97.2,0.0,0.0,91.1,22
2023-02-25,mansar,Mansar Mine,Saturday,2,784,310,474,60.46,High,equipment_downtime,0.0,15.5,29.4,0.277,32.6,4.2,6.9,21.5,84.1,0.0,0.0,95.4,14
2023-02-26,mansar,Mansar Mine,Sunday,2,787,701,86,10.93,Medium,equipment_downtime,0.0,13.4,28.3,0.301,6.2,1.3,0.4,4.5,97.0,0.0,0.0,94.6,28
2023-02-27,mansar,Mansar Mine,Monday,2,800,708,92,11.5,Medium,equipment_downtime,0.0,13.7,31.9,0.281,4.9,0.3,1.3,3.3,97.6,0.4,0.0,90.1,26
2023-02-28,mansar,Mansar Mine,Tuesday,2,805,647,158,19.63,High,equipment_downtime,0.0,15.6,30.4,0.263,10.0,2.2,2.9,4.9,95.1,1.3,0.0,92.8,27
2023-03-01,mansar,Mansar Mine,Wednesday,3,828,803,25,3.02,Low,equipment_downtime,0.0,17.3,31.7,0.267,2.9,0.6,1.2,1.1,98.0,0.0,0.0,93.0,34
2023-03-02,mansar,Mansar Mine,Thursday,3,840,804,36,4.29,Low,equipment_downtime,0.0,24.7,28.8,0.248,2.7,0.3,0.7,1.7,98.0,0.0,0.0,92.9,30
2023-03-03,mansar,Mansar Mine,Friday,3,831,775,56,6.74,Medium,equipment_downtime,0.0,15.5,31.5,0.33,4.9,1.0,0.8,3.1,97.6,0.0,0.0,92.0,33
2023-03-04,mansar,Mansar Mine,Saturday,3,814,779,35,4.3,Low,equipment_downtime,0.0,13.1,33.5,0.268,3.5,1.0,1.1,1.4,98.0,0.0,0.0,91.2,32
2023-03-05,mansar,Mansar Mine,Sunday,3,800,674,126,15.75,Medium,equipment_downtime,0.0,17.2,32.2,0.224,5.2,0.4,1.9,2.9,97.5,0.0,0.0,88.8,29
2023-03-06,mansar,Mansar Mine,Monday,3,819,688,131,16.0,Medium,labor_attendance,0.0,19.2,29.3,0.229,4.0,0.5,0.7,2.8,98.0,0.7,0.0,85.2,24
2023-03-07,mansar,Mansar Mine,Tuesday,3,807,576,231,28.62,High,equipment_downtime,0.0,18.4,31.3,0.282,15.8,1.0,5.7,9.1,92.3,0.0,0.0,91.5,24
2023-03-08,mansar,Mansar Mine,Wednesday,3,822,797,25,3.04,Low,equipment_downtime,0.0,16.2,31.4,0.242,2.4,1.0,0.2,1.2,98.0,0.0,0.0,91.4,33
2023-03-09,mansar,Mansar Mine,Thursday,3,810,793,17,2.1,Low,nominal_operations,0.0,18.8,33.6,0.262,4.1,0.9,0.8,2.4,98.0,0.0,0.0,94.6,32
2023-03-10,mansar,Mansar Mine,Friday,3,808,661,147,18.19,High,labor_attendance,0.0,15.5,28.8,0.28,3.5,0.7,1.6,1.2,98.0,0.0,0.0,83.8,27
2023-03-11,mansar,Mansar Mine,Saturday,3,817,700,117,14.32,Medium,equipment_downtime,0.0,14.7,34.1,0.318,5.1,1.1,0.9,3.1,97.5,0.0,0.0,86.5,30
2023-03-12,mansar,Mansar Mine,Sunday,3,800,743,57,7.12,Medium,equipment_downtime,0.0,15.2,29.7,0.3,3.7,1.2,0.6,1.9,98.0,0.0,0.0,93.4,31
2023-03-13,mansar,Mansar Mine,Monday,3,793,729,64,8.07,Medium,equipment_downtime,0.0,9.4,31.9,0.283,6.7,1.3,2.0,3.4,96.7,0.0,0.0,89.8,32
2023-03-14,mansar,Mansar Mine,Tuesday,3,796,752,44,5.53,Low,equipment_downtime,0.0,12.8,33.4,0.292,4.2,1.1,0.9,2.2,98.0,0.0,0.0,92.8,32
2023-03-15,mansar,Mansar Mine,Wednesday,3,787,704,83,10.55,Medium,equipment_downtime,0.0,21.8,34.1,0.297,5.5,1.0,1.0,3.5,97.3,0.0,0.0,93.0,26
2023-03-16,mansar,Mansar Mine,Thursday,3,817,536,281,34.39,High,equipment_downtime,0.0,17.7,34.7,0.269,19.7,11.7,1.8,6.2,90.4,0.0,0.0,88.8,22
2023-03-17,mansar,Mansar Mine,Friday,3,801,458,343,42.82,High,equipment_downtime,0.0,18.1,32.3,0.254,18.6,1.1,1.2,16.3,90.9,0.0,0.0,83.8,21
2023-03-18,mansar,Mansar Mine,Saturday,3,819,784,35,4.27,Low,equipment_downtime,0.0,15.6,28.7,0.249,5.2,1.2,0.9,3.1,97.5,0.0,0.0,93.0,32
2023-03-19,mansar,Mansar Mine,Sunday,3,794,729,65,8.19,Medium,equipment_downtime,0.0,17.6,30.6,0.28,3.8,0.2,1.7,1.9,98.0,0.0,0.0,86.9,30
2023-03-20,mansar,Mansar Mine,Monday,3,788,684,104,13.2,Medium,equipment_downtime,0.0,15.5,31.6,0.34,4.7,1.4,1.1,2.2,97.7,0.0,0.0,90.8,29
2023-03-21,mansar,Mansar Mine,Tuesday,3,838,807,31,3.7,Low,equipment_downtime,0.0,18.6,33.9,0.18,3.4,0.7,0.9,1.8,98.0,0.0,0.0,91.7,33
2023-03-22,mansar,Mansar Mine,Wednesday,3,831,748,83,9.99,Medium,equipment_downtime,0.0,15.4,34.3,0.22,6.0,0.3,1.9,3.8,97.1,0.0,0.0,95.7,30
2023-03-23,mansar,Mansar Mine,Thursday,3,804,669,135,16.79,Medium,equipment_downtime,0.0,17.7,35.3,0.307,8.7,0.6,6.4,1.7,95.8,3.0,0.0,93.1,33
2023-03-24,mansar,Mansar Mine,Friday,3,829,767,62,7.48,Medium,equipment_downtime,0.0,11.7,32.8,0.27,5.5,0.5,0.6,4.4,97.3,0.0,0.0,93.8,35
2023-03-25,mansar,Mansar Mine,Saturday,3,813,778,35,4.31,Low,equipment_downtime,0.0,13.8,33.3,0.208,4.1,1.4,1.0,1.7,98.0,0.0,0.0,94.6,32
