block_id,site_id,site_name,lat,lon,depth_m,ore_grade_pct,rock_hardness_mohs,drill_hole_density,ndvi_anomaly,soil_moisture_pct,surface_temp_c,spectral_band_ratio,gravity_anomaly_mgal,magnetic_susceptibility,confidence_pct,estimated_reserve_tonnes
DON-BLK-066,dongri_buzurg,Dongri Buzurg Mine,21.55149,79.70142,136.2,44.15,4.99,11.35,-0.0674,19.34,39.01,2.0,16.59,3.05,83.8,1026335
GUM-BLK-066,gumgaon,Gumgaon Mine,21.3161,78.98461,196.0,36.89,4.65,15.35,-0.1364,25.85,27.07,2.196,14.56,2.62,61.2,811013
MAN-BLK-066,mansar,Mansar Mine,21.39138,79.25729,184.5,37.71,5.49,12.34,-0.173,26.03,36.01,2.605,11.31,5.47,78.6,774361
UKW-BLK-066,ukwa,Ukwa Mine,21.97917,80.40594,169.5,36.43,7.11,10.2,-0.1294,23.64,37.08,2.625,6.76,4.69,74.4,522376
BAL-BLK-067,balaghat,Balaghat Mine,21.82586,80.1658,313.8,41.29,5.77,12.39,-0.2397,28.76,30.66,2.54,13.66,2.65,60.0,1566811
DON-BLK-067,dongri_buzurg,Dongri Buzurg Mine,21.54757,79.67233,152.8,38.49,5.43,11.97,-0.1341,34.88,30.46,2.739,8.2,2.48,71.4,823322
GUM-BLK-067,gumgaon,Gumgaon Mine,21.37255,79.01718,208.9,36.14,4.57,18.77,-0.1093,25.58,37.78,1.49,1.74,2.9,68.2,581365
MAN-BLK-067,mansar,Mansar Mine,21.33847,79.13689,110.2,40.1,7.09,12.85,-0.3114,18.09,27.64,2.684,8.41,4.09,60.0,575116
UKW-BLK-067,ukwa,Ukwa Mine,21.93243,80.42166,115.7,43.35,6.04,13.51,-0.1947,27.35,40.35,2.461,12.4,1.34,60.0,572913
BAL-BLK-068,balaghat,Balaghat Mine,21.83859,80.18468,324.8,49.8,5.11,18.54,-0.1884,25.66,32.04,2.057,17.75,2.77,92.5,2233229
DON-BLK-068,dongri_buzurg,Dongri Buzurg Mine,21.49148,79.64452,91.8,40.96,6.64,17.29,-0.4068,29.35,29.35,2.961,10.66,1.65,91.4,901049
GUM-BLK-068,gumgaon,Gumgaon Mine,21.47955,79.02252,228.5,39.64,6.83,12.73,-0.3088,25.4,36.66,2.252,14.4,3.39,71.7,791410
MAN-BLK-068,mansar,Mansar Mine,21.44101,79.24573,103.9,36.4,6.92,7.64,-0.1656,26.96,33.31,1.687,5.63,4.62,70.6,487776
UKW-BLK-068,ukwa,Ukwa Mine,21.94575,80.41236,188.4,40.78,5.37,9.91,-0.3007,23.59,33.64,3.586,5.99,4.89,60.0,690960
BAL-BLK-069,balaghat,Balaghat Mine,21.77364,80.19303,342.4,46.91,6.5,9.7,-0.1604,21.42,25.32,2.632,16.29,1.67,64.4,1982004
DON-BLK-069,dongri_buzurg,Dongri Buzurg Mine,21.55905,79.65231,65.6,38.98,5.61,8.59,-0.0895,16.16,24.81,2.336,12.09,3.26,70.8,672563
GUM-BLK-069,gumgaon,Gumgaon Mine,21.39347,78.93297,267.8,40.08,5.47,12.37,-0.3158,30.77,32.7,2.483,10.22,3.37,61.0,863005
MAN-BLK-069,mansar,Mansar Mine,21.35803,79.2267,206.1,41.4,5.29,17.95,-0.2366,28.09,26.81,2.992,11.34,4.07,83.5,888008
UKW-BLK-069,ukwa,Ukwa Mine,21.90026,80.48683,185.4,46.21,6.9,5.69,0.0165,30.15,29.06,2.728,12.28,1.6,60.0,679796
BAL-BLK-070,balaghat,Balaghat Mine,21.78237,80.10345,241.9,46.63,5.75,13.41,-0.1339,25.36,30.54,2.988,14.61,3.87,74.3,1732755
DON-BLK-070,dongri_buzurg,Dongri Buzurg Mine,21.56506,79.73952,117.6,46.01,4.59,3.28,-0.2968,25.34,24.16,2.468,9.08,3.66,60.0,967026
GUM-BLK-070,gumgaon,Gumgaon Mine,21.41754,78.90793,140.3,45.52,6.25,12.55,-0.192,20.0,32.89,2.434,10.97,2.68,60.0,710364
MAN-BLK-070,mansar,Mansar Mine,21.40693,79.28061,210.3,36.75,6.49,13.18,-0.0598,15.85,27.95,2.156,12.35,4.63,78.9,771823
UKW-BLK-070,ukwa,Ukwa Mine,22.00958,80.43153,217.0,44.78,7.15,11.56,-0.107,23.31,30.27,2.94,14.55,2.7,86.2,816782
BAL-BLK-071,balaghat,Balaghat Mine,21.76246,80.08498,402.9,42.61,5.92,15.64,-0.2378,10.69,38.16,2.179,14.93,4.64,77.1,1855978
DON-BLK-071,dongri_buzurg,Dongri Buzurg Mine,21.50869,79.70571,44.8,38.84,6.11,5.77,-0.4407,25.36,29.47,2.369,11.93,4.91,69.5,649276
GUM-BLK-071,gumgaon,Gumgaon Mine,21.37808,79.02281,224.6,39.2,5.42,16.13,-0.2806,24.6,34.16,3.296,8.49,2.9,67.8,833929
MAN-BLK-071,mansar,Mansar Mine,21.41296,79.30791,118.8,39.31,5.44,6.57,-0.0964,31.13,40.32,3.004,13.5,2.8,60.0,665800
UKW-BLK-071,ukwa,Ukwa Mine,22.0007,80.48341,273.3,40.59,4.79,13.63,-0.1448,31.7,37.83,2.886,12.99,4.12,80.7,769485
BAL-BLK-072,balaghat,Balaghat Mine,21.83506,80.12912,409.9,49.45,4.59,7.82,-0.2024,18.93,34.49,2.744,8.77,4.0,64.5,2210379
DON-BLK-072,dongri_buzurg,Dongri Buzurg Mine,21.58925,79.69175,57.6,37.74,4.92,14.36,-0.0636,34.06,28.38,3.088,2.95,2.07,64.0,538372
GUM-BLK-072,gumgaon,Gumgaon Mine,21.3376,78.93946,293.9,40.96,5.22,14.42,-0.1539,27.95,31.69,2.112,13.76,2.79,73.2,842582
MAN-BLK-072,mansar,Mansar Mine,21.39398,79.22069,203.2,35.3,4.76,13.9,-0.2103,30.45,34.23,3.504,12.14,4.87,62.0,742953
UKW-BLK-072,ukwa,Ukwa Mine,21.99725,80.46458,260.4,42.26,6.04,13.75,-0.299,28.45,29.13,2.761,10.13,3.24,72.5,810832
BAL-BLK-073,balaghat,Balaghat Mine,21.76319,80.26271,285.1,49.49,7.03,9.29,-0.1925,27.51,31.55,2.734,14.8,3.22,60.0,2071985
DON-BLK-073,dongri_buzurg,Dongri Buzurg Mine,21.58757,79.72661,43.4,38.49,5.51,8.48,-0.1277,20.77,34.95,2.132,14.88,2.42,77.8,666706
GUM-BLK-073,gumgaon,Gumgaon Mine,21.42337,78.97997,309.9,37.88,6.29,9.05,0.007,24.08,29.32,2.47,11.93,2.8,65.8,732811
MAN-BLK-073,mansar,Mansar Mine,21.39224,79.21012,90.0,43.6,7.16,10.02,-0.1018,25.26,27.57,2.679,13.86,3.27,60.3,788861
UKW-BLK-073,ukwa,Ukwa Mine,22.00756,80.50346,131.3,47.62,4.69,7.17,-0.1602,10.97,31.96,2.806,12.08,5.05,69.1,723211
BAL-BLK-074,balaghat,Balaghat Mine,21.85721,80.17626,325.0,49.12,6.2,8.18,-0.2652,21.93,34.2,3.064,10.93,3.58,60.0,1980195
DON-BLK-074,dongri_buzurg,Dongri Buzurg Mine,21.61168,79.67121,57.3,37.92,5.9,19.96,-0.1695,23.37,29.96,3.382,6.86,4.43,89.3,712348
GUM-BLK-074,gumgaon,Gumgaon Mine,21.44216,78.97611,239.3,37.75,6.74,6.59,-0.2312,26.32,35.77,2.298,1.0,4.13,60.0,506503
MAN-BLK-074,mansar,Mansar Mine,21.32041,79.14391,161.9,43.4,6.08,10.63,-0.3675,23.79,24.72,2.575,10.69,4.25,81.8,845815
UKW-BLK-074,ukwa,Ukwa Mine,21.99164,80.49484,123.3,49.83,5.51,12.86,-0.3353,32.89,30.73,2.51,12.28,4.36,84.8,766532
BAL-BLK-075,balaghat,Balaghat Mine,21.77913,80.25151,304.1,43.04,6.08,15.35,-0.1406,17.67,35.7,2.241,13.39,4.83,76.1,1723922
DON-BLK-075,dongri_buzurg,Dongri Buzurg Mine,21.56405,79.68245,69.8,39.59,7.17,17.15,-0.2615,17.78,34.99,2.27,7.25,1.77,82.0,692788
GUM-BLK-075,gumgaon,Gumgaon Mine,21.38839,79.01252,184.3,38.98,4.93,12.95,-0.1126,31.64,32.57,2.409,6.91,1.77,70.5,670838
MAN-BLK-075,mansar,Mansar Mine,21.42422,79.28029,133.2,38.14,6.58,15.34,-0.1735,20.35,34.67,2.793,10.67,3.6,90.4,723508
UKW-BLK-075,ukwa,Ukwa Mine,22.06223,80.51407,216.1,43.91,7.02,11.04,-0.0826,27.11,32.12,2.549,11.37,0.8,79.8,742434
BAL-BLK-076,balaghat,Balaghat Mine,21.78526,80.24861,296.5,46.55,4.9,8.34,-0.1625,25.75,36.31,2.365,12.65,1.86,66.1,1848151
DON-BLK-076,dongri_buzurg,Dongri Buzurg Mine,21.57475,79.71153,157.5,32.52,6.53,12.45,-0.1185,17.48,28.09,2.578,10.94,3.19,81.4,742881
GUM-BLK-076,gumgaon,Gumgaon Mine,21.37542,78.98141,238.4,40.63,5.46,9.67,-0.0971,16.38,35.01,2.944,11.62,2.31,76.7,803400
MAN-BLK-076,mansar,Mansar Mine,21.35378,79.24709,186.1,37.37,5.87,12.93,-0.0867,24.12,21.56,2.95,9.26,4.94,63.8,686050
UKW-BLK-076,ukwa,Ukwa Mine,21.83963,80.47786,172.6,44.62,5.4,21.64,-0.2444,28.39,29.07,1.754,11.35,3.18,95.0,740016
BAL-BLK-077,balaghat,Balaghat Mine,21.80021,80.19547,220.5,41.2,4.59,10.65,-0.1289,12.3,22.77,2.982,12.19,3.43,60.0,1344466
DON-BLK-077,dongri_buzurg,Dongri Buzurg Mine,21.52568,79.68119,131.1,36.73,5.06,17.0,-0.2107,28.54,23.39,2.887,6.69,3.87,86.0,784712
GUM-BLK-077,gumgaon,Gumgaon Mine,21.44452,78.96782,180.7,39.72,4.72,7.35,-0.1858,25.45,32.38,2.989,12.92,2.24,61.2,778743
MAN-BLK-077,mansar,Mansar Mine,21.35365,79.28071,151.8,40.24,5.31,10.36,-0.2725,32.11,29.06,2.274,10.56,4.32,79.3,737460
UKW-BLK-077,ukwa,Ukwa Mine,22.01335,80.48794,183.9,41.53,6.87,11.0,-0.2566,26.88,20.19,3.801,12.38,3.68,61.1,811162
BAL-BLK-078,balaghat,Balaghat Mine,21.89855,80.21973,212.7,49.16,6.76,10.33,-0.3341,19.88,25.92,2.721,8.4,3.73,79.6,1710006
DON-BLK-078,dongri_buzurg,Dongri Buzurg Mine,21.55988,79.67081,46.5,41.32,5.92,16.4,-0.3373,25.4,29.26,2.194,6.69,4.02,76.2,636125
GUM-BLK-078,gumgaon,Gumgaon Mine,21.43041,79.04255,268.7,43.65,7.03,9.02,-0.1448,27.79,29.87,2.335,16.35,3.77,71.6,954566
MAN-BLK-078,mansar,Mansar Mine,21.36822,79.20843,132.4,38.49,4.83,9.7,-0.3735,17.28,35.02,2.885,8.54,2.28,60.0,654547
UKW-BLK-078,ukwa,Ukwa Mine,21.95177,80.49248,134.3,46.4,5.49,12.94,-0.3172,20.89,37.96,3.091,12.96,1.97,84.4,784746
BAL-BLK-079,balaghat,Balaghat Mine,21.84731,80.16987,334.6,48.99,6.91,13.28,-0.0343,25.83,34.64,3.39,14.74,2.9,81.7,2128761
DON-BLK-079,dongri_buzurg,Dongri Buzurg Mine,21.56354,79.64008,80.5,40.8,4.55,15.84,-0.4477,33.21,37.05,2.437,12.16,3.5,68.6,909396
GUM-BLK-079,gumgaon,Gumgaon Mine,21.43101,78.9468,186.5,45.98,6.26,16.2,-0.3046,15.99,30.26,2.909,13.06,5.0,78.8,957699
MAN-BLK-079,mansar,Mansar Mine,21.43988,79.27027,216.2,34.61,5.67,11.82,-0.0873,22.09,27.37,2.506,9.29,2.71,79.0,672536
UKW-BLK-079,ukwa,Ukwa Mine,21.92912,80.51147,240.9,41.76,6.6,3.0,-0.3116,11.48,25.38,2.039,15.0,3.64,64.6,752934
BAL-BLK-080,balaghat,Balaghat Mine,21.71598,80.13698,246.6,48.98,7.02,13.98,-0.0376,22.67,32.31,2.84,20.57,0.98,83.0,2002084
DON-BLK-080,dongri_buzurg,Dongri Buzurg Mine,21.54941,79.71437,96.0,42.08,5.87,18.24,-0.0955,18.91,30.09,2.457,5.59,3.1,77.6,821172
GUM-BLK-080,gumgaon,Gumgaon Mine,21.34073,79.04474,199.4,41.17,4.7,17.59,-0.099,24.05,30.93,2.683,9.12,0.97,60.0,847505
MAN-BLK-080,mansar,Mansar Mine,21.40731,79.27313,71.7,34.04,5.77,11.26,0.129,16.59,27.36,2.356,12.03,3.52,60.2,495888
UKW-BLK-080,ukwa,Ukwa Mine,22.01687,80.49594,274.2,45.31,6.9,14.51,0.0755,37.11,28.91,3.435,13.26,4.1,60.0,813860
BAL-BLK-081,balaghat,Balaghat Mine,21.79798,80.15239,360.0,46.46,5.39,5.69,-0.0841,22.88,35.28,2.877,13.54,3.17,60.0,1922448
DON-BLK-081,dongri_buzurg,Dongri Buzurg Mine,21.50914,79.72007,45.7,41.25,5.45,10.93,-0.0619,21.99,25.97,2.985,10.07,3.54,60.0,736811
GUM-BLK-081,gumgaon,Gumgaon Mine,21.39088,79.01437,131.1,38.58,4.92,6.31,-0.0983,14.67,32.9,2.66,9.88,4.74,67.6,611456
MAN-BLK-081,mansar,Mansar Mine,21.46022,79.21746,82.7,38.88,5.93,15.35,0.1057,23.9,34.27,2.656,7.72,1.32,74.7,561686
UKW-BLK-081,ukwa,Ukwa Mine,21.91102,80.53486,107.4,40.23,6.35,9.09,-0.2734,24.41,36.63,2.862,11.07,3.59,72.2,623775
BAL-BLK-082,balaghat,Balaghat Mine,21.81287,80.1437,306.8,46.63,4.84,10.32,0.085,23.76,25.68,2.661,14.13,5.51,73.1,1849843
DON-BLK-082,dongri_buzurg,Dongri Buzurg Mine,21.4907,79.72437,89.3,40.29,4.57,8.72,-0.099,19.9,30.77,2.631,10.8,3.62,70.6,786317
GUM-BLK-082,gumgaon,Gumgaon Mine,21.42545,79.01851,216.6,41.07,5.13,13.68,-0.0989,19.85,29.03,2.389,12.23,4.74,81.3,775217
MAN-BLK-082,mansar,Mansar Mine,21.43742,79.26214,226.7,40.73,6.9,7.88,0.0887,18.89,34.33,2.405,7.9,3.49,72.8,758129
UKW-BLK-082,ukwa,Ukwa Mine,22.08343,80.45933,160.1,40.64,5.91,11.68,-0.1819,28.77,36.38,2.415,10.02,2.58,61.5,585873
BAL-BLK-083,balaghat,Balaghat Mine,21.8172,80.13396,217.2,50.33,6.01,8.5,-0.3982,12.88,31.44,2.778,14.52,2.96,77.9,1869778
DON-BLK-083,dongri_buzurg,Dongri Buzurg Mine,21.5687,79.73332,145.8,35.73,7.04,10.71,-0.1287,18.49,39.79,2.29,8.63,4.17,69.4,726806
GUM-BLK-083,gumgaon,Gumgaon Mine,21.31784,78.98565,193.0,41.02,5.24,14.17,-0.2258,20.94,32.67,2.994,17.75,4.49,71.5,943180
MAN-BLK-083,mansar,Mansar Mine,21.38086,79.21617,83.2,38.67,5.95,11.39,-0.1241,26.16,34.27,2.747,8.27,2.88,60.0,545905
UKW-BLK-083,ukwa,Ukwa Mine,22.03809,80.46724,120.4,42.66,5.96,3.09,-0.2474,26.5,34.7,3.1,16.6,4.11,60.0,659118
BAL-BLK-084,balaghat,Balaghat Mine,21.79452,80.19721,333.4,52.0,5.41,12.63,-0.1515,23.39,28.21,3.131,16.41,4.67,90.6,2361542
DON-BLK-084,dongri_buzurg,Dongri Buzurg Mine,21.53001,79.62935,147.8,42.07,6.82,14.31,-0.3083,20.77,29.9,1.994,8.52,2.14,79.3,921509
GUM-BLK-084,gumgaon,Gumgaon Mine,21.36215,78.93772,185.9,45.46,6.52,12.95,-0.1627,31.15,28.32,3.198,10.52,1.9,72.2,879778
MAN-BLK-084,mansar,Mansar Mine,21.45273,79.36072,178.0,39.94,5.34,10.68,-0.3561,16.42,28.51,2.668,8.31,4.29,60.3,807468
UKW-BLK-084,ukwa,Ukwa Mine,21.99068,80.53145,219.1,44.96,5.46,9.88,-0.1005,33.44,34.06,2.026,9.23,5.09,76.8,687734
BAL-BLK-085,balaghat,Balaghat Mine,21.80798,80.21525,338.8,48.64,6.72,8.57,-0.2627,30.49,31.42,2.365,11.0,2.33,73.8,2028228
DON-BLK-085,dongri_buzurg,Dongri Buzurg Mine,21.60335,79.6595,80.5,41.73,4.74,6.71,-0.2168,22.84,34.43,2.757,7.26,4.8,68.7,738814
GUM-BLK-085,gumgaon,Gumgaon Mine,21.39964,79.00243,249.0,35.29,6.01,9.56,-0.2164,22.47,33.15,3.108,6.29,2.9,67.0,628623
MAN-BLK-085,mansar,Mansar Mine,21.36904,79.24331,80.3,40.66,6.85,8.31,-0.1326,13.79,29.47,2.494,15.5,3.17,60.0,606426
UKW-BLK-085,ukwa,Ukwa Mine,21.88674,80.46806,231.3,44.94,5.99,13.24,-0.2744,29.37,24.66,2.292,6.56,3.17,83.2,718802
BAL-BLK-086,balaghat,Balaghat Mine,21.80936,80.18738,193.7,43.9,4.8,11.33,-0.3831,32.18,30.63,2.465,16.38,2.01,66.0,1486961
DON-BLK-086,dongri_buzurg,Dongri Buzurg Mine,21.51015,79.68899,68.3,40.76,5.9,18.49,-0.1115,20.66,29.36,2.365,7.79,5.52,77.7,760484
GUM-BLK-086,gumgaon,Gumgaon Mine,21.39263,79.05684,150.3,35.56,7.11,7.34,-0.4147,19.8,32.73,2.62,9.15,1.81,60.0,646721
MAN-BLK-086,mansar,Mansar Mine,21.41069,79.28652,72.9,38.67,5.32,9.16,-0.3146,21.62,34.4,2.657,7.23,3.51,60.0,509478
UKW-BLK-086,ukwa,Ukwa Mine,22.01271,80.45849,134.7,46.93,5.02,9.33,-0.1165,19.74,34.9,2.554,6.75,2.82,60.0,570658
BAL-BLK-087,balaghat,Balaghat Mine,21.80616,80.13728,290.5,46.02,6.92,3.58,-0.3087,13.36,28.91,2.436,12.68,3.09,60.0,1798826
DON-BLK-087,dongri_buzurg,Dongri Buzurg Mine,21.52948,79.68942,89.9,44.52,7.14,9.89,-0.2831,18.9,29.57,3.034,11.16,1.88,60.0,981144
GUM-BLK-087,gumgaon,Gumgaon Mine,21.4045,78.94652,237.0,39.52,6.25,10.31,-0.06,32.4,29.17,2.502,6.97,3.26,78.4,680293
MAN-BLK-087,mansar,Mansar Mine,21.42749,79.30081,149.6,36.41,5.34,13.03,-0.1285,22.04,32.56,3.267,10.14,3.05,76.6,688695
UKW-BLK-087,ukwa,Ukwa Mine,21.95991,80.53217,180.4,45.54,6.33,4.54,-0.2033,24.22,21.27,3.042,12.59,4.01,60.0,713462
BAL-BLK-088,balaghat,Balaghat Mine,21.78942,80.16846,338.5,49.36,5.77,13.51,-0.3892,23.23,29.07,1.771,18.32,4.34,83.3,2237005
DON-BLK-088,dongri_buzurg,Dongri Buzurg Mine,21.56062,79.63642,152.2,42.03,5.32,13.01,-0.3183,8.81,30.98,2.597,11.37,4.37,74.8,1033086
GUM-BLK-088,gumgaon,Gumgaon Mine,21.40205,79.05062,127.4,35.55,5.0,13.77,-0.0781,16.56,25.24,2.238,6.71,4.4,72.9,507423
MAN-BLK-088,mansar,Mansar Mine,21.36685,79.23273,150.8,37.43,4.71,13.9,-0.0095,19.5,37.92,2.694,8.87,6.5,66.0,629331
UKW-BLK-088,ukwa,Ukwa Mine,21.95255,80.4174,205.4,46.47,6.08,16.28,-0.2425,21.81,24.48,3.636,13.92,2.91,68.9,955436
BAL-BLK-089,balaghat,Balaghat Mine,21.76589,80.20116,403.8,50.56,4.55,9.41,-0.251,15.29,32.34,3.246,13.86,4.43,62.1,2368921
DON-BLK-089,dongri_buzurg,Dongri Buzurg Mine,21.55295,79.66672,148.0,43.29,6.96,12.11,-0.1169,30.53,35.11,2.8,8.41,3.5,72.9,941112
GUM-BLK-089,gumgaon,Gumgaon Mine,21.37794,78.98782,189.4,45.33,4.7,8.21,-0.3738,24.09,40.55,3.165,17.05,3.97,60.1,996984
MAN-BLK-089,mansar,Mansar Mine,21.37214,79.23143,176.7,30.83,4.55,16.15,0.0599,20.68,30.86,2.172,8.19,4.85,60.0,501437
UKW-BLK-089,ukwa,Ukwa Mine,21.98308,80.45563,101.6,39.76,4.68,14.4,-0.2042,29.82,33.88,2.729,6.35,3.05,68.0,578652
BAL-BLK-090,balaghat,Balaghat Mine,21.80631,80.21128,397.8,51.45,4.83,15.64,-0.2375,20.93,20.51,2.71,13.28,3.97,90.7,2455680
DON-BLK-090,dongri_buzurg,Dongri Buzurg Mine,21.54118,79.62052,120.6,41.06,6.49,7.62,-0.147,29.71,28.35,2.813,8.4,4.54,72.4,833507
GUM-BLK-090,gumgaon,Gumgaon Mine,21.40364,78.9715,204.2,41.78,6.17,10.81,-0.1629,28.72,29.48,1.382,14.95,4.41,60.0,712020
MAN-BLK-090,mansar,Mansar Mine,21.3768,79.31993,173.3,41.5,4.64,15.54,-0.2047,30.77,28.06,2.291,13.81,3.45,66.5,919665
UKW-BLK-090,ukwa,Ukwa Mine,21.93984,80.46451,278.5,41.22,6.58,12.03,-0.3647,21.07,25.54,2.962,12.83,1.42,60.2,877053
BAL-BLK-091,balaghat,Balaghat Mine,21.9047,80.18674,314.4,50.1,4.98,3.0,-0.219,32.07,33.62,2.544,10.93,3.09,60.0,1992559
DON-BLK-091,dongri_buzurg,Dongri Buzurg Mine,21.55591,79.66913,86.0,37.02,6.65,7.56,-0.1823,24.41,24.14,2.743,6.06,5.55,63.0,660695
GUM-BLK-091,gumgaon,Gumgaon Mine,21.3757,78.97299,290.1,39.35,5.69,11.91,-0.1691,20.38,30.46,1.686,12.94,3.86,71.3,769766
MAN-BLK-091,mansar,Mansar Mine,21.47705,79.26068,111.2,35.6,4.63,15.0,-0.1058,26.37,30.08,2.777,7.92,4.17,60.0,531836
UKW-BLK-091,ukwa,Ukwa Mine,21.94935,80.53559,146.1,45.39,4.5,8.38,-0.2661,16.71,22.06,2.601,12.54,3.44,77.2,709798
BAL-BLK-092,balaghat,Balaghat Mine,21.80652,80.22581,252.3,45.97,4.76,14.03,-0.0464,20.23,32.45,2.865,9.36,3.52,60.0,1608154
DON-BLK-092,dongri_buzurg,Dongri Buzurg Mine,21.48324,79.70637,153.8,42.57,4.71,14.64,-0.1976,18.14,31.8,2.113,15.32,1.87,89.7,1048902
GUM-BLK-092,gumgaon,Gumgaon Mine,21.35001,79.02562,127.7,38.87,6.97,10.18,-0.0708,24.18,34.32,2.177,5.64,3.63,71.5,520912
MAN-BLK-092,mansar,Mansar Mine,21.42616,79.254,104.3,34.14,6.4,21.92,-0.0611,18.98,33.39,1.969,9.55,3.07,96.5,607366
UKW-BLK-092,ukwa,Ukwa Mine,21.99462,80.4174,109.0,41.88,5.22,13.6,0.0605,23.17,34.66,2.61,16.74,1.4,91.0,693437
BAL-BLK-093,balaghat,Balaghat Mine,21.73978,80.08464,349.6,46.02,4.61,13.55,0.1557,22.45,34.3,2.421,13.24,3.21,81.8,1916146
DON-BLK-093,dongri_buzurg,Dongri Buzurg Mine,21.62676,79.73879,97.6,41.58,5.51,21.46,-0.2172,30.62,38.49,2.753,8.28,0.8,86.6,902368
GUM-BLK-093,gumgaon,Gumgaon Mine,21.35911,79.00985,201.9,44.94,5.38,14.09,-0.2812,13.95,31.51,2.715,12.46,5.13,85.6,882750
MAN-BLK-093,mansar,Mansar Mine,21.39632,79.21307,71.8,40.8,6.36,5.33,-0.0115,16.63,29.34,2.805,6.94,1.71,60.0,445474
UKW-BLK-093,ukwa,Ukwa Mine,21.99554,80.44489,187.3,38.57,4.99,13.45,-0.1422,21.18,34.76,2.174,5.6,1.34,60.0,466284
BAL-BLK-094,balaghat,Balaghat Mine,21.78408,80.17286,339.3,44.73,6.3,10.83,-0.4237,20.6,29.3,2.401,9.81,2.72,74.6,1808754
DON-BLK-094,dongri_buzurg,Dongri Buzurg Mine,21.52858,79.70003,56.1,37.39,6.41,16.3,-0.3585,26.28,28.32,2.743,2.13,5.17,72.6,620556
GUM-BLK-094,gumgaon,Gumgaon Mine,21.33168,78.94365,162.8,44.48,5.19,4.07,-0.249,22.63,35.22,2.064,7.26,4.04,60.0,706997
MAN-BLK-094,mansar,Mansar Mine,21.33825,79.30046,207.2,31.51,5.84,13.1,-0.1473,30.36,27.98,2.345,6.75,0.8,60.0,658753
UKW-BLK-094,ukwa,Ukwa Mine,21.93064,80.48693,207.9,43.56,6.68,11.18,-0.3086,28.79,23.57,2.971,8.2,5.0,78.5,730688
BAL-BLK-095,balaghat,Balaghat Mine,21.83056,80.18818,279.6,49.29,7.01,6.35,-0.094,26.42,27.65,2.399,13.81,0.8,60.0,1995395
DON-BLK-095,dongri_buzurg,Dongri Buzurg Mine,21.57167,79.74078,110.2,36.77,5.98,7.38,-0.0681,24.01,25.05,2.812,11.62,2.78,60.0,798595
GUM-BLK-095,gumgaon,Gumgaon Mine,21.32503,78.94301,156.5,40.18,7.17,9.73,-0.267,28.86,34.39,3.022,9.94,4.22,71.6,690868
MAN-BLK-095,mansar,Mansar Mine,21.48325,79.2247,94.0,44.39,5.87,16.79,-0.1913,29.11,37.51,2.844,10.01,4.67,93.2,762833
UKW-BLK-095,ukwa,Ukwa Mine,21.99413,80.38055,126.7,44.62,6.43,7.79,-0.1789,26.92,27.51,3.425,17.84,3.97,60.0,845953
BAL-BLK-096,balaghat,Balaghat Mine,21.78203,80.15302,226.1,46.61,6.77,13.88,-0.1829,18.01,34.33,3.11,13.08,4.88,66.1,1663995
DON-BLK-096,dongri_buzurg,Dongri Buzurg Mine,21.57272,79.64489,80.4,39.34,4.98,8.41,-0.2017,29.02,30.55,1.911,13.44,2.5,79.7,748909
GUM-BLK-096,gumgaon,Gumgaon Mine,21.40956,79.01078,149.9,42.86,6.36,19.62,-0.1739,23.12,36.34,2.784,12.45,6.49,94.8,804952
MAN-BLK-096,mansar,Mansar Mine,21.38839,79.26186,118.8,36.95,4.56,12.54,-0.3976,20.48,24.65,2.402,10.69,2.43,60.0,630606
UKW-BLK-096,ukwa,Ukwa Mine,21.96947,80.5012,113.0,39.05,4.9,14.87,-0.0762,29.72,37.48,3.612,8.85,3.63,80.5,590445
BAL-BLK-097,balaghat,Balaghat Mine,21.80488,80.24621,265.8,48.91,6.37,7.3,-0.2771,29.13,33.54,3.427,13.59,4.73,60.0,2045913
DON-BLK-097,dongri_buzurg,Dongri Buzurg Mine,21.57792,79.69367,113.8,43.22,5.8,12.63,-0.2321,18.99,36.94,3.067,9.89,4.19,60.0,875966
GUM-BLK-097,gumgaon,Gumgaon Mine,21.3991,79.02091,198.7,36.8,5.25,16.56,-0.3212,32.02,38.97,2.735,12.79,3.66,93.1,771340
MAN-BLK-097,mansar,Mansar Mine,21.38778,79.24478,73.0,34.17,7.08,12.92,-0.1498,28.47,32.42,2.482,5.59,3.59,68.0,517905
UKW-BLK-097,ukwa,Ukwa Mine,21.92097,80.4702,100.1,45.78,5.06,12.8,-0.2852,25.38,26.9,2.868,9.59,4.78,60.0,752746
BAL-BLK-098,balaghat,Balaghat Mine,21.77037,80.20627,252.6,44.47,6.29,13.68,-0.3115,22.76,27.36,3.063,9.3,4.16,80.2,1620040
DON-BLK-098,dongri_buzurg,Dongri Buzurg Mine,21.54942,79.69761,113.7,40.63,6.43,9.3,-0.0432,32.99,28.33,1.987,11.38,2.84,60.0,882939
GUM-BLK-098,gumgaon,Gumgaon Mine,21.39309,78.97071,183.5,36.59,4.57,15.81,-0.2281,24.26,36.3,2.37,8.92,3.48,76.9,695545
MAN-BLK-098,mansar,Mansar Mine,21.42473,79.2484,64.4,42.22,5.09,19.73,0.0338,18.7,28.52,2.271,13.2,4.04,96.5,682020
UKW-BLK-098,ukwa,Ukwa Mine,21.92998,80.4704,145.6,39.42,7.04,12.5,-0.0719,16.49,25.1,3.336,8.21,4.86,81.0,598950
